Country,Year,SST_C,Salinity_ppt,Chlorophyll_mg_m3,pH,Fleet_Size,Fishing_Effort_hours,Fuel_Consumption_L,Fish_Price_USD_ton,Fuel_Price_USD_L,Operating_Cost_USD,Capture_Production_Mt,Aquaculture_Production_Mt,Total_Production_Mt,CPUE,Sustainability_Score,Sustainable
Mexico,2019,27.31,37.83,1.244,8.29,1015,48818.0,1812498.0,976.93,1.44,2681891.0,1.43,2.504,3.934,0.0293,0.528,1
Malaysia,2023,26.49,34.88,1.048,8.15,697,16884.0,534649.0,1049.08,0.95,553058.0,3.761,6.332,10.093,0.2228,0.598,1
Ecuador,2015,17.84,33.65,1.874,8.17,438,106657.0,2882981.0,825.74,1.74,5108152.0,0.711,1.016,1.728,0.0067,0.425,0
Russia,2013,31.16,34.6,3.672,8.27,4192,9047.0,419535.0,678.31,1.01,476454.0,1.943,2.841,4.784,0.2148,0.613,1
Chile,2021,18.84,33.02,0.5,7.85,3718,49701.0,1964577.0,859.79,1.2,2402745.0,4.568,4.006,8.573,0.0919,0.579,1
USA,2014,18.36,38.35,0.406,7.9,212,14104.0,532221.0,852.47,1.14,673359.0,2.441,3.664,6.105,0.1731,0.602,1
China,2013,25.87,33.25,1.018,8.06,1096,50904.0,1737453.0,1992.42,1.59,2773158.0,58.987,87.252,146.239,1.1588,0.633,1
Philippines,2017,18.47,33.81,1.117,8.34,937,59923.0,2386066.0,741.86,1.45,3485274.0,0.708,0.771,1.478,0.0118,0.581,1
South Korea,2015,23.08,36.31,1.689,7.91,50517,4912.0,193343.0,2165.71,1.22,301078.0,1.163,2.409,3.572,0.2368,0.697,1
Morocco,2012,29.39,36.73,0.441,7.96,5703,19087.0,799555.0,1193.5,0.61,525388.0,0.499,0.919,1.418,0.0261,0.513,1
Philippines,2022,26.34,37.0,1.096,7.97,4507,38799.0,1825377.0,1378.53,1.33,2442541.0,0.786,0.977,1.763,0.0203,0.548,1
Indonesia,2018,25.18,31.87,0.829,8.25,3768,49001.0,1632180.0,1990.18,0.79,1339347.0,23.968,20.66,44.628,0.4891,0.589,1
Japan,2017,19.8,32.77,2.685,8.19,11809,16149.0,299300.0,702.93,1.07,344581.0,3.554,5.72,9.274,0.2201,0.674,1
Morocco,2021,31.27,33.25,0.611,8.17,18731,71094.0,1686111.0,1348.3,1.04,1786430.0,0.921,1.789,2.71,0.013,0.483,0
Mexico,2014,23.39,31.75,0.969,8.17,378,8656.0,146929.0,1453.1,1.17,220042.0,0.629,0.733,1.363,0.0727,0.685,1
China,2017,28.57,36.68,2.171,8.16,543,114324.0,3939567.0,1003.17,1.13,4500824.0,47.738,135.623,183.361,0.4176,0.438,0
Peru,2023,24.36,29.56,1.181,7.87,4848,7814.0,369839.0,1486.68,0.99,414895.0,6.797,9.15,15.947,0.8697,0.71,1
South Korea,2012,20.81,31.61,0.496,8.23,4234,6269.0,130580.0,895.15,1.27,237917.0,0.676,0.745,1.42,0.1077,0.616,1
Argentina,2017,22.17,33.29,0.633,7.82,3346,63303.0,1479312.0,1482.45,1.02,1553348.0,0.902,1.131,2.033,0.0142,0.574,1
Morocco,2020,33.29,33.68,3.167,8.17,466,76299.0,3454761.0,1776.59,1.0,3506480.0,1.494,2.248,3.742,0.0196,0.473,0
China,2013,14.9,35.45,2.089,8.22,1159,406000.0,5910361.0,970.93,1.01,6027703.0,40.53,80.421,120.951,0.0998,0.428,0
Philippines,2011,21.5,34.89,1.226,8.1,684,94348.0,4012148.0,2808.43,1.29,5220002.0,0.516,0.988,1.504,0.0055,0.511,1
Philippines,2019,25.22,34.03,1.796,7.65,3801,32709.0,1171756.0,1376.35,1.27,1549614.0,2.2,1.564,3.763,0.0673,0.579,1
Mexico,2020,14.97,37.0,1.185,8.15,25257,18118.0,446946.0,902.9,1.02,507527.0,0.93,2.453,3.382,0.0513,0.59,1
Mexico,2021,17.91,36.78,1.329,7.71,4971,17121.0,229679.0,1960.1,1.14,282762.0,0.555,0.922,1.477,0.0324,0.592,1
Spain,2019,26.2,30.22,5.453,8.2,592,28473.0,931349.0,650.56,1.62,1574577.0,1.58,2.761,4.341,0.0555,0.57,1
Vietnam,2012,21.53,33.56,2.134,8.05,1750,10764.0,442802.0,2053.39,1.25,656672.0,5.023,8.254,13.276,0.4666,0.692,1
Ecuador,2019,18.7,35.95,0.718,8.19,17071,36730.0,976630.0,889.28,1.18,1202844.0,1.034,1.822,2.856,0.0282,0.627,1
Ecuador,2014,24.7,38.87,0.579,8.0,831,7556.0,184379.0,706.37,1.15,263678.0,1.389,1.723,3.112,0.1838,0.69,1
China,2013,20.64,35.86,1.144,8.05,17456,7532.0,244202.0,1394.7,1.2,351842.0,60.895,62.909,123.803,8.0835,0.927,1
India,2015,29.21,33.19,0.248,7.97,207,117347.0,1951750.0,1391.59,0.96,1923400.0,5.601,14.094,19.695,0.0477,0.351,0
Spain,2017,22.57,35.36,0.269,8.13,6292,36907.0,1608227.0,1868.17,1.19,1963071.0,1.567,2.962,4.529,0.0425,0.552,1
Mexico,2023,15.7,34.19,0.35,8.01,2361,14673.0,417688.0,791.84,0.91,442261.0,1.066,1.859,2.925,0.0727,0.523,1
Russia,2012,18.63,34.74,0.684,8.09,802,35716.0,637799.0,2505.52,1.59,1087842.0,3.519,2.587,6.106,0.0985,0.579,1
India,2011,10.66,35.05,1.195,8.07,8609,18472.0,811104.0,1946.42,0.63,577264.0,5.074,13.435,18.509,0.2747,0.596,1
Norway,2022,27.89,30.81,0.697,8.12,3886,50068.0,819707.0,5067.32,1.64,1375116.0,2.127,3.192,5.319,0.0425,0.526,1
Thailand,2014,33.19,30.59,2.222,7.84,616,63828.0,2574647.0,1220.52,0.77,2042942.0,0.903,0.826,1.729,0.0142,0.481,0
Philippines,2022,28.94,36.98,1.609,8.27,8273,9826.0,344594.0,514.06,1.36,520755.0,1.283,2.378,3.66,0.1305,0.609,1
Chile,2010,20.96,36.08,0.88,7.96,3617,21418.0,583483.0,669.81,0.77,524967.0,1.665,2.177,3.842,0.0777,0.659,1
Mexico,2011,20.09,33.46,3.68,7.92,3903,22219.0,428117.0,414.02,0.75,376741.0,0.515,0.909,1.424,0.0232,0.656,1
Ecuador,2019,23.97,37.06,0.974,7.93,1195,12242.0,583034.0,1621.53,1.51,922750.0,1.136,0.667,1.804,0.0928,0.596,1
Morocco,2010,20.42,33.82,1.386,8.35,2028,63253.0,2338417.0,1758.16,0.9,2152564.0,0.79,1.003,1.793,0.0125,0.574,1
Ecuador,2017,15.67,33.02,0.503,7.93,1994,10842.0,124284.0,1471.0,0.98,194930.0,1.481,1.965,3.446,0.1366,0.607,1
India,2012,15.87,34.65,1.213,7.91,1383,105628.0,2395954.0,1594.38,1.77,4299171.0,8.136,15.165,23.301,0.077,0.427,0
South Korea,2018,23.66,31.94,0.201,7.95,3976,4584.0,66789.0,636.54,0.99,102321.0,1.488,1.757,3.245,0.3245,0.626,1
Spain,2022,20.7,36.78,0.354,8.07,420,68763.0,1004813.0,1654.71,1.11,1164150.0,0.931,0.998,1.928,0.0135,0.488,0
South Korea,2011,16.36,37.54,0.21,8.52,1608,25479.0,757547.0,657.13,0.84,687912.0,0.965,1.288,2.253,0.0379,0.5,1
South Korea,2017,12.15,34.54,1.647,7.97,367,3680.0,65901.0,1394.45,1.63,134045.0,1.428,3.984,5.411,0.3878,0.629,1
Ecuador,2010,16.8,33.26,0.216,7.85,326,7819.0,272452.0,1257.67,1.12,353154.0,0.251,0.274,0.526,0.0322,0.535,1
Chile,2011,28.82,36.37,0.549,8.19,1465,18517.0,577653.0,1383.84,1.02,641780.0,1.536,2.524,4.061,0.083,0.59,1
South Korea,2013,27.04,37.6,0.457,8.37,18254,2571.0,122184.0,1333.73,1.72,247327.0,1.529,2.124,3.653,0.5943,0.563,1
Mexico,2021,28.46,31.55,0.804,8.35,408,19739.0,860925.0,1171.96,1.12,1003542.0,0.847,1.268,2.115,0.0429,0.587,1
Russia,2014,23.68,36.0,1.648,8.28,4592,31535.0,752415.0,757.13,1.46,1131634.0,4.109,3.691,7.8,0.1303,0.621,1
Malaysia,2010,20.42,31.23,0.926,7.99,23502,9362.0,234808.0,1533.31,1.54,421624.0,0.722,1.274,1.996,0.0771,0.684,1
Thailand,2016,27.99,34.43,3.669,7.96,12044,134662.0,4200908.0,871.13,1.38,5819306.0,1.653,1.593,3.247,0.0123,0.418,0
USA,2019,21.01,33.63,6.008,8.18,9448,24973.0,1240160.0,1001.47,1.79,2275432.0,4.251,5.938,10.189,0.1702,0.655,1
USA,2023,20.06,31.67,0.427,8.39,25616,9076.0,172797.0,667.5,1.34,283145.0,5.145,6.384,11.529,0.5669,0.624,1
Thailand,2015,25.76,31.77,11.347,8.07,4163,12037.0,237541.0,500.48,1.53,417185.0,1.476,1.359,2.834,0.1226,0.664,1
Morocco,2021,16.8,34.56,1.352,8.05,286,5205.0,106743.0,1615.86,1.3,174885.0,3.678,5.836,9.514,0.7065,0.636,1
Indonesia,2017,24.0,37.09,2.542,8.16,616,15098.0,390706.0,1150.82,1.67,712624.0,18.112,25.647,43.759,1.1995,0.706,1
USA,2010,25.04,34.88,0.929,8.11,130362,130695.0,5388405.0,995.68,0.61,3318508.0,2.154,2.111,4.265,0.0165,0.497,0
Indonesia,2013,22.36,34.13,0.228,7.64,565,4581.0,55372.0,1297.71,1.16,86103.0,11.92,10.334,22.254,2.6015,0.667,1
Mexico,2022,16.62,36.46,4.64,7.69,1823,45797.0,702626.0,2537.89,1.18,874135.0,1.283,1.131,2.414,0.028,0.511,1
Chile,2010,17.29,35.65,3.003,7.65,551,12323.0,563326.0,1094.73,1.58,963071.0,2.278,3.338,5.617,0.1849,0.606,1
Philippines,2020,22.67,38.94,8.86,8.03,60792,49150.0,1696370.0,1701.61,1.6,2811891.0,1.991,2.01,4.001,0.0405,0.603,1
Philippines,2010,23.08,35.78,1.078,7.85,258,10497.0,360634.0,1642.33,1.11,489427.0,1.093,1.195,2.288,0.1041,0.682,1
Chile,2022,24.41,37.49,1.364,7.91,52724,18466.0,223250.0,428.78,1.3,324007.0,3.521,5.671,9.192,0.1907,0.669,1
Japan,2019,14.41,30.85,0.457,8.1,3140,13368.0,566351.0,203.84,0.87,508901.0,2.346,2.903,5.249,0.1755,0.529,1
China,2020,17.05,34.87,0.207,8.17,559,16675.0,690583.0,998.59,1.13,837129.0,71.349,86.86,158.209,4.2784,0.645,1
Iceland,2019,14.85,34.43,2.799,8.11,434,5421.0,210499.0,890.69,0.96,258097.0,0.667,1.149,1.816,0.123,0.618,1
India,2010,20.21,35.7,0.678,8.23,4230,11804.0,426727.0,952.35,1.01,464022.0,5.821,7.251,13.072,0.4931,0.691,1
Morocco,2015,25.46,35.64,0.268,8.3,1338,18965.0,200014.0,562.01,0.99,248337.0,0.776,1.402,2.178,0.0409,0.588,1
Russia,2014,25.26,30.34,0.747,8.19,897,9160.0,215480.0,1288.64,1.01,253055.0,3.216,5.92,9.136,0.351,0.692,1
USA,2010,17.93,32.51,1.599,8.28,822,23464.0,1032983.0,1285.92,0.7,801943.0,2.89,2.673,5.563,0.1231,0.567,1
Argentina,2020,24.27,34.49,0.089,7.87,1507,51311.0,2190889.0,1017.45,1.15,2593336.0,1.714,1.727,3.441,0.0334,0.523,1
Mexico,2017,15.61,34.4,0.711,8.11,22479,147562.0,4022202.0,1522.77,0.96,3945638.0,1.271,3.092,4.363,0.0086,0.425,0
Mexico,2010,23.09,34.5,0.678,7.84,551,30760.0,566721.0,1141.34,0.65,447199.0,0.796,1.362,2.158,0.0259,0.639,1
Philippines,2017,22.23,35.01,0.124,8.08,1965,44212.0,1599503.0,4233.17,0.73,1228450.0,0.679,1.81,2.489,0.0154,0.537,1
Norway,2017,7.13,32.47,0.473,8.16,4600,18579.0,683657.0,1894.4,1.43,1015504.0,1.606,3.434,5.04,0.0864,0.515,1
China,2012,26.07,34.29,0.58,8.19,17566,23343.0,585443.0,2046.44,1.08,691963.0,54.696,40.909,95.604,2.343,0.598,1
Ecuador,2010,25.84,36.24,1.333,8.13,445,17924.0,213523.0,814.57,1.07,252909.0,0.687,0.602,1.288,0.0383,0.641,1
Russia,2023,23.21,35.1,1.234,8.21,683,14713.0,654229.0,2326.3,1.06,728755.0,4.815,5.45,10.265,0.3272,0.68,1
Peru,2011,21.33,33.45,2.564,8.12,2294,10431.0,374109.0,570.87,0.94,416433.0,3.134,6.515,9.649,0.3004,0.688,1
China,2019,22.63,32.11,1.105,8.41,4432,25966.0,462479.0,1227.05,0.7,393408.0,61.08,70.956,132.036,2.3522,0.719,1
Philippines,2012,17.61,33.03,0.892,8.19,3811,10481.0,184196.0,1756.28,1.09,267234.0,1.563,1.874,3.437,0.1491,0.609,1
Thailand,2015,21.27,36.3,0.217,8.27,7829,53491.0,1255654.0,1885.23,1.25,1602617.0,1.086,2.552,3.638,0.0203,0.519,1
Indonesia,2023,23.73,32.58,0.621,8.73,451,23162.0,661030.0,969.04,1.94,1318102.0,23.178,28.953,52.131,1.0007,0.684,1
China,2015,21.89,34.83,1.092,8.09,1856,110674.0,4795373.0,381.48,1.63,7889267.0,64.317,61.228,125.545,0.5811,0.508,1
South Korea,2010,24.7,34.14,3.756,8.09,4151,21103.0,861420.0,1105.59,1.36,1252920.0,1.136,1.925,3.06,0.0538,0.659,1
Chile,2016,21.16,35.46,0.236,8.0,609,74664.0,1107232.0,2615.99,1.4,1566574.0,2.24,5.549,7.789,0.03,0.477,0
Mexico,2012,21.04,32.32,0.427,8.29,3131,15021.0,724986.0,556.91,0.65,528480.0,0.592,0.986,1.578,0.0394,0.596,1
Indonesia,2023,30.52,34.33,1.372,8.35,790,7235.0,159958.0,1409.11,0.4,104149.0,15.597,50.722,66.319,2.1555,0.675,1
Morocco,2022,22.3,34.65,4.292,7.84,23448,7061.0,276579.0,775.2,1.3,384762.0,1.231,1.85,3.081,0.1743,0.691,1
Malaysia,2010,26.55,32.92,3.043,8.02,2312,42428.0,1017287.0,2704.94,1.3,1409775.0,0.824,1.125,1.948,0.0194,0.541,1
Argentina,2012,21.83,35.92,0.656,8.05,996,65870.0,2873230.0,1400.64,1.49,4358391.0,0.417,0.461,0.879,0.0063,0.568,1
Morocco,2010,27.16,35.84,0.854,8.01,1715,79868.0,925952.0,1141.99,1.19,1153335.0,1.349,2.291,3.639,0.0169,0.466,0
Vietnam,2012,6.13,34.37,0.598,8.15,19328,103910.0,2010118.0,517.8,1.27,2604899.0,4.002,4.716,8.718,0.0385,0.426,0
Malaysia,2021,16.4,33.74,0.217,7.87,3340,161075.0,7137276.0,1814.97,0.54,3960117.0,1.089,2.367,3.455,0.0068,0.35,0
Malaysia,2020,30.17,36.7,3.089,8.31,9279,3674.0,124064.0,637.3,0.8,158420.0,1.616,4.79,6.407,0.4398,0.631,1
South Korea,2016,29.37,38.07,0.674,8.01,29720,20631.0,888904.0,1961.45,1.26,1171948.0,1.212,1.562,2.774,0.0588,0.586,1
USA,2017,28.42,34.79,0.423,8.24,1887,40966.0,1229227.0,595.43,1.11,1395795.0,2.098,3.893,5.991,0.0512,0.47,0
Norway,2017,19.38,38.21,1.608,7.68,6857,11733.0,203022.0,566.25,1.77,415489.0,1.055,0.688,1.743,0.0899,0.61,1
Morocco,2015,13.09,31.28,2.671,8.1,6491,70115.0,3184341.0,1787.67,1.36,4414519.0,0.461,0.419,0.879,0.0066,0.467,0
Ecuador,2012,35.11,37.35,6.26,7.75,471,9860.0,153066.0,867.08,0.96,176325.0,0.31,0.537,0.846,0.0314,0.606,1
China,2013,12.19,34.05,0.725,8.04,433,16102.0,395380.0,1029.77,0.88,380195.0,30.493,64.35,94.843,1.8937,0.65,1
Peru,2011,15.46,36.81,1.501,8.09,901,32226.0,1302566.0,1548.98,1.44,1928853.0,4.351,6.899,11.249,0.135,0.565,1
Norway,2020,13.65,36.42,1.306,8.04,5360,33476.0,1198534.0,537.81,0.91,1142458.0,0.884,1.727,2.611,0.0264,0.559,1
Japan,2022,18.38,36.43,0.284,8.22,1891,5826.0,119339.0,1356.4,0.9,153366.0,2.927,6.923,9.85,0.5023,0.628,1
Thailand,2018,24.74,32.33,4.013,8.25,4986,24061.0,430493.0,1126.3,1.39,634094.0,1.737,3.087,4.823,0.0722,0.654,1
Morocco,2015,23.46,37.66,0.412,8.49,990,6135.0,165496.0,616.97,1.27,255313.0,1.052,1.68,2.732,0.1715,0.618,1
Argentina,2019,24.92,35.11,1.614,8.09,349,5319.0,94691.0,1291.43,1.04,134037.0,1.35,3.277,4.627,0.2538,0.697,1
Peru,2016,25.91,36.46,3.122,8.11,1161,154810.0,2028211.0,1184.01,1.09,2268961.0,5.418,10.314,15.731,0.035,0.501,1
Spain,2011,22.65,34.32,0.568,8.16,1049,12345.0,298973.0,746.14,0.96,306434.0,0.853,1.539,2.392,0.0691,0.677,1
Vietnam,2016,26.96,36.94,0.327,8.28,1479,59704.0,1124398.0,926.14,0.92,1108343.0,4.863,8.27,13.133,0.0815,0.433,0
South Korea,2015,16.94,39.84,2.886,8.3,556,18276.0,651109.0,1504.87,1.58,1047112.0,1.418,1.492,2.911,0.0776,0.591,1
South Korea,2014,24.32,34.57,0.168,8.01,12025,161721.0,6498145.0,1262.87,1.28,8310523.0,1.392,2.925,4.317,0.0086,0.425,0
Chile,2021,21.8,29.81,7.949,8.19,2757,10738.0,462896.0,613.17,1.15,573740.0,3.669,8.072,11.741,0.3416,0.689,1
Vietnam,2022,29.12,32.44,0.293,8.1,4936,15144.0,443390.0,862.57,1.19,564070.0,4.768,15.011,19.779,0.3148,0.529,1
Spain,2012,23.75,32.54,1.267,8.02,930,374704.0,16262612.0,864.59,1.0,16321615.0,1.964,3.2,5.164,0.0052,0.5,1
Argentina,2016,19.83,38.73,1.133,8.32,1759,72042.0,2264822.0,1864.51,1.1,2560254.0,1.583,2.831,4.415,0.022,0.557,1
India,2021,21.13,32.77,0.665,8.07,412,65312.0,1155059.0,1649.94,1.75,2073465.0,13.208,26.728,39.936,0.2022,0.575,1
Malaysia,2020,12.06,33.48,0.244,8.09,46268,7338.0,161089.0,2693.71,1.42,273293.0,0.679,0.785,1.464,0.0925,0.538,1
Norway,2013,7.92,33.44,0.926,7.75,508,15678.0,283842.0,1276.87,1.13,380617.0,0.679,2.143,2.821,0.0433,0.595,1
South Korea,2019,15.81,34.26,1.31,8.0,2545,6945.0,224845.0,1896.48,1.14,315511.0,1.469,2.811,4.28,0.2115,0.617,1
Indonesia,2016,24.61,33.95,0.339,8.21,972,14758.0,373643.0,1454.26,0.85,414808.0,17.159,24.681,41.84,1.1626,0.63,1
Ecuador,2010,28.48,37.46,1.811,8.55,7243,21335.0,269895.0,1244.33,1.27,391714.0,0.492,0.871,1.363,0.0231,0.583,1
Peru,2017,25.32,40.2,1.612,7.92,1718,22733.0,283690.0,1639.45,1.11,391003.0,5.777,4.866,10.644,0.2541,0.631,1
Japan,2014,23.96,31.78,5.32,8.32,2874,9493.0,148406.0,858.1,1.36,264676.0,2.797,2.893,5.69,0.2946,0.69,1
Spain,2018,12.15,37.65,1.007,8.18,42149,34018.0,999509.0,1215.33,0.74,791528.0,0.403,1.057,1.46,0.0118,0.557,1
Indonesia,2010,25.07,32.09,8.197,8.25,10608,9295.0,437249.0,1141.24,0.56,282280.0,12.096,17.999,30.095,1.3013,0.72,1
Norway,2016,17.59,33.82,4.702,7.97,3470,10366.0,224030.0,1414.21,1.49,390601.0,1.858,3.014,4.872,0.1792,0.61,1
USA,2021,3.21,30.84,1.322,7.95,305,22541.0,849735.0,630.83,1.55,1381367.0,3.604,7.134,10.738,0.1599,0.585,1
USA,2013,12.22,31.89,0.513,8.21,527,11206.0,273026.0,1358.87,0.76,270444.0,2.152,6.451,8.603,0.192,0.608,1
Mexico,2020,25.14,33.06,3.883,8.1,13024,6813.0,181863.0,1472.14,1.1,258050.0,2.186,2.494,4.68,0.3209,0.696,1
Philippines,2011,22.79,35.56,2.977,7.95,3086,14506.0,290310.0,1421.6,1.05,351672.0,0.65,0.87,1.52,0.0448,0.672,1
Vietnam,2013,21.8,36.87,0.825,7.95,2512,15678.0,215015.0,2911.64,1.22,297128.0,4.493,3.52,8.013,0.2866,0.634,1
Russia,2021,25.31,33.19,0.812,8.37,1367,22187.0,283393.0,1273.98,0.7,262239.0,5.023,4.328,9.352,0.2264,0.635,1
Spain,2013,29.37,38.43,1.098,8.3,296930,26373.0,746795.0,1044.8,1.14,883327.0,0.906,2.033,2.939,0.0343,0.573,1
Malaysia,2023,24.9,35.93,3.68,7.97,348,20537.0,307577.0,700.37,1.08,349045.0,1.423,2.208,3.631,0.0693,0.661,1
Vietnam,2016,11.35,37.05,0.807,7.93,1676,38804.0,763384.0,1820.99,0.5,446580.0,5.266,9.449,14.716,0.1357,0.551,1
Peru,2014,24.01,36.7,0.619,8.23,4650,34563.0,1353386.0,1630.0,1.11,1566362.0,4.628,4.218,8.846,0.1339,0.617,1
Norway,2013,23.93,37.85,0.795,8.24,16617,5005.0,129861.0,1374.33,1.42,258754.0,1.36,1.148,2.508,0.2717,0.667,1
Indonesia,2017,20.46,35.74,0.895,8.26,4809,114409.0,2318502.0,1262.43,1.23,2916042.0,23.387,19.95,43.336,0.2044,0.477,0
Mexico,2013,28.91,36.67,1.701,8.25,4346,8557.0,147619.0,2264.77,0.63,151302.0,0.24,0.576,0.816,0.028,0.609,1
Philippines,2020,30.44,33.21,2.505,8.33,2225,29510.0,396684.0,1468.77,0.91,410541.0,2.081,4.711,6.792,0.0705,0.568,1
Russia,2016,18.29,33.7,1.059,7.95,6677,20932.0,934113.0,858.97,1.11,1073664.0,4.128,3.696,7.824,0.1972,0.643,1
South Korea,2010,20.34,35.16,1.041,8.25,2487,15524.0,202955.0,2460.33,0.89,185310.0,0.866,1.015,1.882,0.0558,0.671,1
Iceland,2013,19.01,35.54,0.358,7.86,1083,11455.0,297888.0,3166.62,1.13,437385.0,1.207,2.312,3.519,0.1053,0.605,1
USA,2015,27.39,35.36,5.651,7.76,5627,12540.0,498720.0,1461.46,1.05,588341.0,3.086,5.485,8.571,0.246,0.607,1
South Korea,2019,23.55,39.88,1.352,7.98,855,13470.0,597006.0,3257.28,0.82,524522.0,0.668,1.053,1.721,0.0496,0.675,1
Japan,2012,17.28,33.15,1.768,8.27,38128,10957.0,547637.0,1794.17,1.44,852810.0,2.836,2.275,5.111,0.2588,0.571,1
Thailand,2018,24.3,36.15,0.234,7.94,492,78752.0,2203069.0,306.04,0.63,1433066.0,1.369,1.446,2.815,0.0174,0.468,0
Vietnam,2012,19.23,35.96,1.341,8.01,4252,19886.0,767053.0,601.04,0.9,726143.0,4.066,4.325,8.391,0.2045,0.666,1
Morocco,2016,22.23,35.77,0.067,8.15,338,8384.0,167185.0,730.64,1.55,299894.0,1.331,1.337,2.668,0.1587,0.613,1
Japan,2015,15.35,34.43,0.08,8.04,7817,45281.0,695511.0,1941.89,1.23,909114.0,2.438,5.443,7.881,0.0538,0.461,0
Vietnam,2019,18.52,34.19,0.388,8.19,506,20479.0,289615.0,1667.38,0.54,192328.0,6.269,9.512,15.781,0.3061,0.593,1
Peru,2014,14.17,40.17,1.672,8.0,9992,11562.0,241200.0,1107.1,1.04,314090.0,3.624,9.301,12.925,0.3134,0.611,1
Mexico,2020,18.36,32.91,1.203,8.53,2917,9124.0,118180.0,868.21,1.45,234005.0,2.736,3.392,6.128,0.2999,0.691,1
Mexico,2020,20.69,30.33,5.668,7.89,4867,19902.0,944284.0,2538.97,0.5,536415.0,2.753,3.861,6.614,0.1383,0.664,1
Chile,2017,27.34,36.03,2.386,7.88,18047,27156.0,508953.0,1181.65,0.79,483333.0,4.066,4.437,8.503,0.1497,0.575,1
Chile,2010,22.85,32.57,0.433,7.71,467,6372.0,202013.0,1191.82,0.79,189925.0,1.753,1.412,3.165,0.275,0.582,1
Malaysia,2017,16.92,39.14,0.833,7.85,1282,22849.0,540791.0,907.46,0.93,526296.0,1.363,1.189,2.552,0.0596,0.556,1
Chile,2015,20.87,31.54,1.239,8.01,312,10900.0,110469.0,1628.14,1.36,224531.0,2.673,4.489,7.162,0.2452,0.686,1
China,2019,11.9,36.32,1.256,8.37,1208,44762.0,1160907.0,1189.29,1.42,1686471.0,43.608,64.487,108.095,0.9742,0.565,1
China,2017,26.53,33.11,1.931,7.97,2611,6804.0,283225.0,1619.89,1.05,323003.0,65.917,129.29,195.207,9.6861,0.902,1
Vietnam,2013,30.31,35.88,1.242,8.23,34982,93737.0,2895531.0,547.62,0.95,2779674.0,3.717,5.449,9.166,0.0397,0.439,0
Philippines,2018,27.0,38.0,1.231,8.06,10561,8961.0,191641.0,615.19,0.87,223571.0,1.893,1.767,3.66,0.2112,0.6,1
Japan,2017,30.01,34.38,0.336,7.66,2009,71545.0,1333224.0,625.1,1.3,1787921.0,1.954,5.039,6.992,0.0273,0.408,0
Vietnam,2013,19.15,34.9,0.747,8.3,8283,2584.0,124759.0,1058.83,1.48,249094.0,5.602,9.217,14.819,2.1674,0.76,1
Chile,2011,30.58,33.8,0.161,8.28,158,5420.0,157619.0,1098.82,1.35,301870.0,1.069,3.865,4.934,0.1972,0.545,1
Thailand,2016,28.56,31.84,0.46,8.12,5198,185784.0,3226551.0,929.15,1.44,4735835.0,1.103,1.555,2.658,0.0059,0.35,0
Iceland,2018,16.85,33.93,0.365,8.27,3337,137361.0,3338849.0,1312.26,1.4,4744951.0,0.522,0.613,1.134,0.0038,0.35,0
South Korea,2014,20.63,35.81,1.163,7.96,1911,51312.0,1842542.0,1292.76,0.75,1433904.0,0.923,1.251,2.174,0.018,0.598,1
Mexico,2018,23.64,35.57,6.905,8.27,1236,39316.0,489632.0,1703.87,1.22,651712.0,0.471,0.628,1.099,0.012,0.622,1
Mexico,2012,20.9,37.9,0.544,7.98,3776,6788.0,317665.0,1636.25,1.69,628081.0,1.685,3.422,5.107,0.2482,0.694,1
Indonesia,2017,21.3,37.77,0.577,8.08,8205,18665.0,407075.0,2361.34,1.44,650141.0,17.226,20.988,38.214,0.9228,0.69,1
Indonesia,2014,22.75,36.42,0.862,8.06,1963,25660.0,1175550.0,2926.08,0.99,1203933.0,16.097,16.149,32.246,0.6273,0.667,1
Chile,2015,21.87,36.92,1.429,8.1,5146,9968.0,104763.0,1052.22,1.01,158720.0,2.856,2.014,4.871,0.2865,0.63,1
Chile,2011,20.07,33.58,6.623,8.27,23962,18543.0,268823.0,2750.02,1.3,405194.0,2.18,4.363,6.543,0.1175,0.666,1
Iceland,2015,17.45,34.23,2.124,8.47,5575,70879.0,2992500.0,970.05,1.12,3429544.0,0.963,1.532,2.496,0.0136,0.484,0
South Korea,2012,21.14,33.12,1.513,8.09,792,119907.0,1324052.0,704.89,1.24,1705826.0,1.6,2.014,3.614,0.0133,0.5,1
Chile,2021,25.35,35.98,1.603,8.02,1823,10633.0,416413.0,1610.17,1.02,444280.0,5.012,4.171,9.183,0.4713,0.659,1
South Korea,2010,10.15,34.61,2.52,8.21,1416,23085.0,802361.0,1180.28,1.03,857603.0,0.306,0.728,1.034,0.0132,0.579,1
USA,2020,25.06,36.36,0.661,7.87,4744,21510.0,729058.0,1288.33,1.05,799651.0,5.229,6.997,12.226,0.2431,0.664,1
Spain,2012,15.47,36.92,5.803,8.39,3638,7842.0,82160.0,2874.67,1.2,163077.0,0.593,1.361,1.954,0.0757,0.612,1
Morocco,2020,21.67,37.67,0.461,7.96,2347,131211.0,3376030.0,1009.58,1.41,4790794.0,1.67,3.555,5.225,0.0127,0.425,0
Philippines,2018,19.39,35.16,0.346,8.0,46705,31511.0,1170838.0,651.65,1.3,1565624.0,1.28,1.408,2.688,0.0406,0.563,1
Argentina,2013,27.95,35.5,1.093,7.98,63559,30839.0,738563.0,1534.39,1.3,1026043.0,1.435,2.475,3.91,0.0465,0.565,1
